,Names,Bus_fare,Ratings,Seats,Bus_types,Starting_time,Duration,Ending_time,Starting_point
1097,Raj Travels(EXPRESS),INR 500,2.8,,A/C Seater / Sleeper (2+1),22:30,04h 30m,03:00,
1098,Mahalaxmi Travels,INR 499,2.8,,A/C Seater / Sleeper (2+1),21:30,05h 00m,02:30,
1099,Kothari Travels (Shri Solanki Travels),475,2.7,,NON A/C Seater/ Sleeper (2+1),20:00,06h 30m,02:30,
1100,SHAGUN CARGO & TRAVELS,833,2.6,,NON A/C Seater/ Sleeper (2+1),05:00,05h 30m,10:30,
1101,Chandra Travel Singhana,INR 750,2.5,,A/C Seater / Sleeper (2+1),21:35,05h 40m,03:15,
1102,BG Travels,878,2.4,,NON A/C Sleeper (2+1),20:30,06h 00m,02:30,
1103,Ajay Raj Travel Agency,INR 500,2.4,,A/C Seater / Sleeper (2+1),22:05,05h 25m,03:30,
1104,Mahadev Travels,INR 5000,2.4,,A/C Sleeper (2+1),14:30,05h 15m,19:45,
1105,Snehlata Travels,INR 1299,2.4,,A/C Seater / Sleeper (2+1),01:20,04h 55m,06:15,
1106,Rajat Rides Tours and Travels,INR 800,2.2,,A/C Sleeper (2+1),14:15,05h 45m,20:00,
1107,Jai Shree Ganesh Travels,INR 600,2.0,,NON A/C Sleeper (2+1),19:30,06h 04m,01:34,
1108,Jai Shree Ganesh Travels,INR 999,2.0,,AC Sleeper (2+1),02:10,04h 00m,06:10,
1109,New Bharat Travels,INR 1000,1.6,,NON AC Seater / Sleeper 2+1,19:00,05h 00m,00:00,
1110,New Bharat Travels,INR 600,1.6,,NON AC Seater / Sleeper 2+1,18:15,04h 45m,23:00,
1111,Jophar Bharat Travels,555,1.0,,NON A/C Sleeper (2+1),18:30,04h 30m,23:00,
1112,Jain Pareek Travels,665,1.0,,A/C Seater / Sleeper (2+1),22:50,04h 45m,03:35,
1113,Jain Pareek Travels,380,2.9,,NON AC Seater / Sleeper 2+1,18:30,05h 29m,23:59,
1114,Rathi Travels Agency,INR 2400,,,NON A/C Sleeper (2+2),11:05,05h 11m,16:16,
1115,Rathi Travels Business Class,INR 950,,,NON A/C Sleeper (2+1),03:20,05h 56m,09:16,
1116,Mahadev Travels,INR 1200,4.6,42 Seats available,Bharat Benz A/C Sleeper (2+1),03:45,01h 45m,05:30,Buda Park
1117,Pooja Yaduvanshi Travels,INR 800,4.6,31 Seats available,A/C Seater / Sleeper (2+1),03:45,01h 15m,05:00,Bypass
1118,Gajraj Travels,INR 1000,4.5,38 Seats available,A/C Sleeper (2+1),00:30,02h 15m,02:45,Kishangarh Opp Old Bus Stand ()
1119,Gajraj Travels,INR 800,4.5,36 Seats available,A/C Seater/Sleeper (2+1),00:30,01h 30m,02:00,Kishangarh
1120,Raj travels,INR 449,4.5,26 Seats available,A/C Sleeper (2+1),04:45,01h 45m,06:30,By Pass
1121,Bluecity Bus,INR 950,4.4,40 Seats available,Bharat Benz A/C Sleeper (2+1),00:35,01h 55m,02:30,Kishangarh
